REF_DATE,GEO,Products,UOM,VALUE,Avg_CPI,Avg_CPI_Gas,day,month,year,ProductsUOM,Meat_Category
2019-07-01,New Brunswick,Beef top sirloin cuts,Dollars,15.21,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,New Brunswick,Beef rib cuts,Dollars,20.82,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,New Brunswick,Ground beef,Dollars,8.66,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,New Brunswick,Pork loin cuts,Dollars,7.87,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,New Brunswick,Pork rib cuts,Dollars,7.62,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,New Brunswick,Pork shoulder cuts,Dollars,7.7,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,New Brunswick,Whole chicken,Dollars,5.69,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,New Brunswick,Chicken breasts,Dollars,11.07,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,New Brunswick,Chicken thigh,Dollars,6.79,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,New Brunswick,Chicken drumsticks,Dollars,5.2,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,New Brunswick,Bacon,Dollars,5.78,2.0,179.9,1,7,2019, 500 grams,Bacon
2019-07-01,Quebec,Beef stewing cuts,Dollars,14.21,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Quebec,Beef striploin cuts,Dollars,24.99,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Quebec,Beef top sirloin cuts,Dollars,12.54,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Quebec,Beef rib cuts,Dollars,21.6,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Quebec,Ground beef,Dollars,9.15,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Quebec,Pork loin cuts,Dollars,9.03,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Quebec,Pork rib cuts,Dollars,10.3,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Quebec,Pork shoulder cuts,Dollars,6.07,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Quebec,Whole chicken,Dollars,6.8,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Quebec,Chicken breasts,Dollars,13.02,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Quebec,Chicken thigh,Dollars,10.56,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Quebec,Chicken drumsticks,Dollars,6.29,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Quebec,Bacon,Dollars,6.19,2.0,179.9,1,7,2019, 500 grams,Bacon
2019-07-01,Ontario,Beef stewing cuts,Dollars,14.44,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Ontario,Beef striploin cuts,Dollars,19.26,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Ontario,Beef top sirloin cuts,Dollars,14.97,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Ontario,Beef rib cuts,Dollars,23.05,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Ontario,Ground beef,Dollars,9.45,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Ontario,Pork loin cuts,Dollars,7.26,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Ontario,Pork rib cuts,Dollars,8.6,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Ontario,Pork shoulder cuts,Dollars,9.25,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Ontario,Whole chicken,Dollars,5.16,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Ontario,Chicken breasts,Dollars,11.7,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Ontario,Chicken thigh,Dollars,8.31,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Ontario,Chicken drumsticks,Dollars,5.6,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Ontario,Bacon,Dollars,5.77,2.0,179.9,1,7,2019, 500 grams,Bacon
2019-07-01,Manitoba,Beef stewing cuts,Dollars,13.9,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Manitoba,Beef striploin cuts,Dollars,27.87,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Manitoba,Beef top sirloin cuts,Dollars,12.94,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Manitoba,Beef rib cuts,Dollars,18.98,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Manitoba,Ground beef,Dollars,8.28,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Manitoba,Pork loin cuts,Dollars,8.47,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Manitoba,Pork rib cuts,Dollars,8.22,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Manitoba,Pork shoulder cuts,Dollars,9.08,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Manitoba,Whole chicken,Dollars,5.74,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Manitoba,Chicken breasts,Dollars,13.31,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Manitoba,Chicken thigh,Dollars,8.56,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Manitoba,Chicken drumsticks,Dollars,5.5,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Manitoba,Bacon,Dollars,5.13,2.0,179.9,1,7,2019, 500 grams,Bacon
2019-07-01,Saskatchewan,Beef stewing cuts,Dollars,13.87,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Saskatchewan,Beef striploin cuts,Dollars,24.48,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Saskatchewan,Beef top sirloin cuts,Dollars,12.77,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Saskatchewan,Beef rib cuts,Dollars,19.02,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Saskatchewan,Ground beef,Dollars,8.28,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Saskatchewan,Pork loin cuts,Dollars,7.68,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Saskatchewan,Pork rib cuts,Dollars,8.63,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Saskatchewan,Pork shoulder cuts,Dollars,8.82,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Saskatchewan,Whole chicken,Dollars,5.42,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Saskatchewan,Chicken breasts,Dollars,12.34,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Saskatchewan,Chicken thigh,Dollars,9.12,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Saskatchewan,Chicken drumsticks,Dollars,5.83,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Saskatchewan,Bacon,Dollars,5.71,2.0,179.9,1,7,2019, 500 grams,Bacon
2019-07-01,Alberta,Beef stewing cuts,Dollars,14.64,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Alberta,Beef striploin cuts,Dollars,27.66,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Alberta,Beef top sirloin cuts,Dollars,13.21,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Alberta,Beef rib cuts,Dollars,19.82,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Alberta,Ground beef,Dollars,9.02,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,Alberta,Pork loin cuts,Dollars,8.65,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Alberta,Pork rib cuts,Dollars,8.95,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Alberta,Pork shoulder cuts,Dollars,9.09,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,Alberta,Whole chicken,Dollars,5.78,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Alberta,Chicken breasts,Dollars,13.79,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Alberta,Chicken thigh,Dollars,10.38,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Alberta,Chicken drumsticks,Dollars,6.07,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,Alberta,Bacon,Dollars,6.15,2.0,179.9,1,7,2019, 500 grams,Bacon
2019-07-01,British Columbia,Beef stewing cuts,Dollars,14.2,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,British Columbia,Beef striploin cuts,Dollars,27.64,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,British Columbia,Beef top sirloin cuts,Dollars,14.46,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,British Columbia,Beef rib cuts,Dollars,20.48,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,British Columbia,Ground beef,Dollars,9.0,2.0,179.9,1,7,2019, per kilogram,Beef
2019-07-01,British Columbia,Pork loin cuts,Dollars,8.31,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,British Columbia,Pork rib cuts,Dollars,8.9,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,British Columbia,Pork shoulder cuts,Dollars,9.29,2.0,179.9,1,7,2019, per kilogram,Pork
2019-07-01,British Columbia,Whole chicken,Dollars,5.77,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,British Columbia,Chicken breasts,Dollars,13.63,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,British Columbia,Chicken thigh,Dollars,10.25,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,British Columbia,Chicken drumsticks,Dollars,5.97,2.0,179.9,1,7,2019, per kilogram,Chicken
2019-07-01,British Columbia,Bacon,Dollars,5.73,2.0,179.9,1,7,2019, 500 grams,Bacon
2019-08-01,Canada,Beef stewing cuts,Dollars,14.23,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Canada,Beef striploin cuts,Dollars,19.11,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Canada,Beef top sirloin cuts,Dollars,13.23,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Canada,Beef rib cuts,Dollars,23.6,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Canada,Ground beef,Dollars,9.59,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Canada,Pork loin cuts,Dollars,8.98,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Canada,Pork rib cuts,Dollars,8.6,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Canada,Pork shoulder cuts,Dollars,8.27,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Canada,Whole chicken,Dollars,5.23,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Canada,Chicken breasts,Dollars,11.73,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Canada,Chicken thigh,Dollars,8.76,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Canada,Chicken drumsticks,Dollars,5.68,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Canada,Bacon,Dollars,5.84,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Newfoundland and Labrador,Beef stewing cuts,Dollars,15.74,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Newfoundland and Labrador,Beef striploin cuts,Dollars,16.56,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Newfoundland and Labrador,Beef top sirloin cuts,Dollars,13.82,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Newfoundland and Labrador,Beef rib cuts,Dollars,27.14,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Newfoundland and Labrador,Ground beef,Dollars,8.52,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Newfoundland and Labrador,Pork loin cuts,Dollars,7.48,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Newfoundland and Labrador,Pork rib cuts,Dollars,8.12,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Newfoundland and Labrador,Pork shoulder cuts,Dollars,7.98,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Newfoundland and Labrador,Whole chicken,Dollars,4.43,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Newfoundland and Labrador,Chicken breasts,Dollars,13.34,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Newfoundland and Labrador,Chicken thigh,Dollars,7.51,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Newfoundland and Labrador,Chicken drumsticks,Dollars,6.55,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Newfoundland and Labrador,Bacon,Dollars,5.77,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Prince Edward Island,Beef stewing cuts,Dollars,14.93,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Prince Edward Island,Beef striploin cuts,Dollars,17.87,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Prince Edward Island,Beef top sirloin cuts,Dollars,12.06,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Prince Edward Island,Beef rib cuts,Dollars,27.55,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Prince Edward Island,Ground beef,Dollars,8.89,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Prince Edward Island,Pork loin cuts,Dollars,7.9,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Prince Edward Island,Pork rib cuts,Dollars,6.2,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Prince Edward Island,Pork shoulder cuts,Dollars,8.67,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Prince Edward Island,Whole chicken,Dollars,5.24,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Prince Edward Island,Chicken breasts,Dollars,9.67,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Prince Edward Island,Chicken thigh,Dollars,7.99,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Prince Edward Island,Chicken drumsticks,Dollars,5.95,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Prince Edward Island,Bacon,Dollars,6.14,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Nova Scotia,Beef stewing cuts,Dollars,14.71,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Nova Scotia,Beef striploin cuts,Dollars,16.83,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Nova Scotia,Beef top sirloin cuts,Dollars,12.08,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Nova Scotia,Beef rib cuts,Dollars,24.99,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Nova Scotia,Ground beef,Dollars,8.82,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Nova Scotia,Pork loin cuts,Dollars,7.81,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Nova Scotia,Pork rib cuts,Dollars,5.89,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Nova Scotia,Pork shoulder cuts,Dollars,8.34,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Nova Scotia,Whole chicken,Dollars,4.96,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Nova Scotia,Chicken breasts,Dollars,9.12,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Nova Scotia,Chicken thigh,Dollars,7.74,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Nova Scotia,Chicken drumsticks,Dollars,5.57,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Nova Scotia,Bacon,Dollars,6.09,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,New Brunswick,Beef stewing cuts,Dollars,15.41,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,New Brunswick,Beef striploin cuts,Dollars,16.61,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,New Brunswick,Beef top sirloin cuts,Dollars,12.18,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,New Brunswick,Beef rib cuts,Dollars,26.04,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,New Brunswick,Ground beef,Dollars,9.0,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,New Brunswick,Pork loin cuts,Dollars,7.33,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,New Brunswick,Pork rib cuts,Dollars,5.71,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,New Brunswick,Pork shoulder cuts,Dollars,7.63,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,New Brunswick,Whole chicken,Dollars,4.88,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,New Brunswick,Chicken breasts,Dollars,9.54,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,New Brunswick,Chicken thigh,Dollars,7.47,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,New Brunswick,Chicken drumsticks,Dollars,5.57,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,New Brunswick,Bacon,Dollars,6.22,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Quebec,Beef stewing cuts,Dollars,13.88,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Quebec,Beef striploin cuts,Dollars,17.8,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Quebec,Beef top sirloin cuts,Dollars,22.16,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Quebec,Beef rib cuts,Dollars,26.78,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Quebec,Ground beef,Dollars,10.77,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Quebec,Pork loin cuts,Dollars,8.27,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Quebec,Pork rib cuts,Dollars,10.91,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Quebec,Pork shoulder cuts,Dollars,5.92,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Quebec,Whole chicken,Dollars,6.0,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Quebec,Chicken breasts,Dollars,13.27,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Quebec,Chicken thigh,Dollars,10.91,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Quebec,Chicken drumsticks,Dollars,6.97,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Quebec,Bacon,Dollars,5.43,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Ontario,Beef stewing cuts,Dollars,14.62,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Ontario,Beef striploin cuts,Dollars,18.42,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Ontario,Beef top sirloin cuts,Dollars,12.36,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Ontario,Beef rib cuts,Dollars,22.98,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Ontario,Ground beef,Dollars,9.73,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Ontario,Pork loin cuts,Dollars,9.29,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Ontario,Pork rib cuts,Dollars,8.58,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Ontario,Pork shoulder cuts,Dollars,9.04,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Ontario,Whole chicken,Dollars,4.86,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Ontario,Chicken breasts,Dollars,11.43,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Ontario,Chicken thigh,Dollars,8.06,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Ontario,Chicken drumsticks,Dollars,5.43,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Ontario,Bacon,Dollars,5.93,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Manitoba,Beef stewing cuts,Dollars,13.69,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Manitoba,Beef striploin cuts,Dollars,27.53,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Manitoba,Beef top sirloin cuts,Dollars,13.36,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Manitoba,Beef rib cuts,Dollars,22.2,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Manitoba,Ground beef,Dollars,8.59,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Manitoba,Pork loin cuts,Dollars,10.27,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Manitoba,Pork rib cuts,Dollars,8.75,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Manitoba,Pork shoulder cuts,Dollars,9.7,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Manitoba,Whole chicken,Dollars,7.18,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Manitoba,Chicken breasts,Dollars,10.66,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Manitoba,Chicken thigh,Dollars,8.07,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Manitoba,Chicken drumsticks,Dollars,5.6,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Manitoba,Bacon,Dollars,5.79,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Saskatchewan,Beef stewing cuts,Dollars,13.3,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Saskatchewan,Beef striploin cuts,Dollars,24.88,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Saskatchewan,Beef top sirloin cuts,Dollars,13.32,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Saskatchewan,Beef rib cuts,Dollars,21.38,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Saskatchewan,Ground beef,Dollars,8.32,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Saskatchewan,Pork loin cuts,Dollars,9.57,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Saskatchewan,Pork rib cuts,Dollars,9.21,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Saskatchewan,Pork shoulder cuts,Dollars,8.96,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Saskatchewan,Whole chicken,Dollars,6.12,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Saskatchewan,Chicken breasts,Dollars,11.5,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Saskatchewan,Chicken thigh,Dollars,8.32,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Saskatchewan,Chicken drumsticks,Dollars,5.36,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Saskatchewan,Bacon,Dollars,5.6,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,Alberta,Beef stewing cuts,Dollars,14.27,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Alberta,Beef striploin cuts,Dollars,28.02,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Alberta,Beef top sirloin cuts,Dollars,13.32,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Alberta,Beef rib cuts,Dollars,23.24,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Alberta,Ground beef,Dollars,9.18,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,Alberta,Pork loin cuts,Dollars,10.6,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Alberta,Pork rib cuts,Dollars,9.42,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Alberta,Pork shoulder cuts,Dollars,9.5,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,Alberta,Whole chicken,Dollars,6.76,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Alberta,Chicken breasts,Dollars,12.61,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Alberta,Chicken thigh,Dollars,9.3,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Alberta,Chicken drumsticks,Dollars,5.54,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,Alberta,Bacon,Dollars,5.95,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-08-01,British Columbia,Beef stewing cuts,Dollars,13.61,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,British Columbia,Beef striploin cuts,Dollars,26.46,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,British Columbia,Beef top sirloin cuts,Dollars,14.77,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,British Columbia,Beef rib cuts,Dollars,22.72,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,British Columbia,Ground beef,Dollars,8.78,1.9,170.9,1,8,2019, per kilogram,Beef
2019-08-01,British Columbia,Pork loin cuts,Dollars,10.32,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,British Columbia,Pork rib cuts,Dollars,9.82,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,British Columbia,Pork shoulder cuts,Dollars,9.07,1.9,170.9,1,8,2019, per kilogram,Pork
2019-08-01,British Columbia,Whole chicken,Dollars,6.73,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,British Columbia,Chicken breasts,Dollars,12.29,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,British Columbia,Chicken thigh,Dollars,9.77,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,British Columbia,Chicken drumsticks,Dollars,5.61,1.9,170.9,1,8,2019, per kilogram,Chicken
2019-08-01,British Columbia,Bacon,Dollars,5.85,1.9,170.9,1,8,2019, 500 grams,Bacon
2019-09-01,Canada,Beef stewing cuts,Dollars,14.05,1.9,169.5,1,9,2019, per kilogram,Beef
2019-09-01,Canada,Beef striploin cuts,Dollars,18.13,1.9,169.5,1,9,2019, per kilogram,Beef
2019-09-01,Canada,Beef top sirloin cuts,Dollars,14.71,1.9,169.5,1,9,2019, per kilogram,Beef
2019-09-01,Canada,Beef rib cuts,Dollars,20.91,1.9,169.5,1,9,2019, per kilogram,Beef
2019-09-01,Canada,Ground beef,Dollars,9.06,1.9,169.5,1,9,2019, per kilogram,Beef
2019-09-01,Canada,Pork loin cuts,Dollars,8.06,1.9,169.5,1,9,2019, per kilogram,Pork
2019-09-01,Canada,Pork rib cuts,Dollars,7.95,1.9,169.5,1,9,2019, per kilogram,Pork
2019-09-01,Canada,Pork shoulder cuts,Dollars,6.67,1.9,169.5,1,9,2019, per kilogram,Pork
2019-09-01,Canada,Whole chicken,Dollars,5.08,1.9,169.5,1,9,2019, per kilogram,Chicken
2019-09-01,Canada,Chicken breasts,Dollars,12.22,1.9,169.5,1,9,2019, per kilogram,Chicken
2019-09-01,Canada,Chicken thigh,Dollars,9.79,1.9,169.5,1,9,2019, per kilogram,Chicken
2019-09-01,Canada,Chicken drumsticks,Dollars,6.22,1.9,169.5,1,9,2019, per kilogram,Chicken
2019-09-01,Canada,Bacon,Dollars,6.04,1.9,169.5,1,9,2019, 500 grams,Bacon
2019-09-01,Newfoundland and Labrador,Beef stewing cuts,Dollars,14.46,1.9,169.5,1,9,2019, per kilogram,Beef
